Restaurant Name,Address,Predictions
Stewart Market,2021 Stewart Ave,Pass
Red Robin Gourmet Burgers,9600 S Eastern Ave,Pass
Pt's Pub,2280 S Nellis Blvd,Pass
Burger King,6080 W Craig Rd,Pass
Old Vegas Tavern,3850 E Desert Inn Rd,Pass
Aladdin Market,"1775 E Tropicana Ave, Ste 6",Pass
Vig Deli,12300 Las Vegas Blvd S,Pass
Table 89,"7160 North Durango Dr, Ste 110",Pass
Hooligans Bar,1750 S Rainbow Blvd,Pass
Golden Spoon Frozen Yogurt,"7170 N Durango Dr, Ste 130",Pass
Applebee's Grill + Bar,5010 S Fort Apache Rd,Pass
Pizza Hut,"6355 N. Commerce, #101",Pass
Domino's Pizza,"5831 E Charleston Blvd, Ste 400",Pass
Manhattan Pizza III,1045 Whitney Ranch Dr,Pass
Domino's Pizza,8508 W Sahara Ave,Pass
Northside Nathan's Pizza,"7531 W Lake Mead Blvd, Ste 300",Pass
Village Pub & Poker,8515 S Eastern Ave,Pass
Claim Jumper,6629 Las Vegas Blvd S,Pass
Noreen's Cocktail Lounge,2799 E Tropicana Ave,Pass
The Restaurant at Platinum,211 E Flamingo Rd,Pass
Tasti D-Lite,3755 S Las Vegas Blvd,Pass
Dirt Dog,"8390 S Rainbow Blvd, Ste 100",Pass
Save a Lot #766,1110 E Charleston Blvd,Pass
IHOP,3595 S Rainbow Blvd,Pass
Tuscany Gardens,255 E Flamingo Rd,Pass
Wienerschnitzel,1760 South Rainbow Blvd,Pass
The Coffee House on Water Street,117 S Water St,Pass
Starbucks,475 E Windmill Lane,Pass
IHOP,9651 Trailwood Dr,Pass
McDonald's,701 E Horizon,Pass
Starbucks,8440 Farm Road,Pass
Arby's,4521 N Rancho Dr,Pass
Mariana's Supermarkets,2325 E Cheyenne Ave,Pass
Whole Foods Market,6689 Las Vegas Blvd,Pass
Red Robin Gourmet Burgers,7860 W. Tropical Parkway,Pass
Born And Raised,7260 S Cimarron Rd,Pass
Wildfire Valley View,3045 S Valley View Blvd,Pass
Trillo's Street Tacos,4371 N Rancho Dr,Pass
Denny's,2380 E Tropicana Ave,Pass
Yeshi Mart,"4755 W Flamingo Rd, Ste D",Pass
Jack In the Box,800 N Decatur Blvd,Pass
The Pub at Monte Carlo,"Monte Carlo Hotel And Casino, 3770 Las Vegas Blvd S",Pass
Cannery Row Buffet,5255 Boulder Hwy,Pass
Starbucks,"9151 West Sahara, Suite 110",Pass
Memphis Championship Barbecue,4379 Las Vegas Blvd,Pass
The Coffee Bean & Tea Leaf,5757 Wayne Newton Blvd,Pass
Pasta Cucina,1301 W Sunset Rd,Pass
Elation Pool,"2000 S Las Vegas Blvd, Fl 8",Pass
Lee's Discount Liquor,780 S Rampart Blvd,Pass
Wendy's,4760 E Flamingo Rd,Pass
Iron Skillet,6595 N Hollywood Blvd,Pass
Chili's,6505 N Decatur Blvd,Pass
Cold Stone Creamery,"75 E Horizon Ridge Pkwy, Ste 140",Pass
Stage LV,9010 W Flamingo Rd,Pass
Pt's Gold,3770 S Hualapai Way,Pass
Buldogis Unleashed Food Truck,"2291 S Fort Apache Rd, Ste 102",Pass
Carmine's,10430 S Eastern Ave,Pass
Einstein Bros Bagels,"1990 Village Center Cir, Ste 2",Pass
Wendy's,6732 W Cheyenne Ave,Pass
Tropical Smoothie Cafe,"7291 South Eastern Avenue, Suite 1K",Pass
In-N-Out Burger,51 N Nellis,Pass
Pizza Hut,"2850 Bicentennial Pkwy, Ste 130",Pass
Café Zupas,9460 S Eastern Ave,Pass
Paradise Cantina,"4480 Paradise Rd, Ste 1250",Pass
PT's,5630 S Hualapai Way,Pass
Circle K,2308 Las Vegas Blvd S,Pass
Settebello Pizzeria Napoletana,"9350 W Sahara Ave, Ste 170",Pass
Sugar Bee's Bakery,"7835 S Rainbow Blvd, Ste 10",Pass
Triple George Grill,"201 N 3rd St, Ste 120",Pass
Thailicious Authentic Thai & Vegan,"19 S Stephanie St, Ste 160",Pass
Jimmy John's,"5801 W Craig Rd, Ste 100",Pass
Lake Mead Tavern,5841 E Lake Mead Blvd,Pass
Brew Tea Bar,"9480 S Eastern Ave, Ste 160",Pass
Wendy's,1301 W Craig Rd,Pass
Port of Subs,"75 S Valle Verde Dr, Bldg 200, Ste 230",Pass
Starbucks,"180 S. Stephanie Street, #100",Pass
Nutrition Rush,"4985 W Tropicana Ave, Ste 103",Pass
Sushiro,"556 N Eastern Ave, Ste H",Pass
Zaba's Mexican Grill,2120 N Rampart Blvd,Pass
The Coffee Bean & Tea Leaf,"3645 S Town Center Dr, Ste 101",Pass
Earl of Sandwich,4321 W Flamingo Rd,Pass
Teriyaki Boy Healthy Grill,"9055 S Eastern Ave, Ste 1-B",Pass
McDonald's,4215 Las Vegas Blvd N,Pass
In-N-Out Burger,9240 S Eastern Ave,Pass
Siegel's 1941,600 Fremont St,Pass
Four Queens Hotel & Casino,202 Fremont St,Pass
Charlie's Market Buffet,740 S Decatur Blvd,Pass
Mulligans Landing,2851 N Rancho Dr,Pass
Smith's,10100 W Tropicana Ave,Pass
Dunkin' Donuts,"3350 E Tropicana Ave, Ste C2",Pass
Wendy's,990 N Nellis Blvd,Pass
Stake Out Bar & Grill,"4800 S Maryland Pkwy, Ste A",Pass
McDonald's,5200 S Fort Apache,Pass
Frankie's Tiki Room,1712 W Charleston Blvd,Pass
Dunkin' Donuts,6295 S Rainbow Blvd,Pass
The Liquor Outlet,4410 W Craig Rd,Pass
Wahlburgers,"3635 Las Vegas Blvd S, Unit 100",Pass
PT's Gold,4880 W Silverado Ranch Blvd,Pass
Marilyn's Cafe,255 E Flamingo Rd,Pass
Wingstop,7017 Spring Mountain Rd,Pass
Chronic Tacos,"9460 W Flamingo Rd, Ste 125",Pass
Starbucks,"3799 Las Vegas blvd, The Signature @ MGM",Pass
Lucky's Lounge,8025 Farm Rd,Pass
McDonald's,3999 S Las Vegas Blvd,Pass
Gyu-Kaku Japanese BBQ,3550 S Decatur Blvd,Pass
Cold Stone Creamery,"5841 E Charleston Blvd, Ste 210",Pass
Frijoles & Frescas,2490 E Desert Inn Rd,Pass
The Charcoal Room,4949 N Rancho Dr,Pass
Taco Bell,3415 E. Russell Road,Pass
Ravello Lounge,12300 Las Vegas Blvd S,Pass
Domino's Pizza,"7021 Aliante Pkwy, Ste 105",Pass
Jackpot Joannies,10670 Southern Highlands Pkwy,Pass
Baja Miguel's,9777 S Las Vegas Blvd,Pass
Pizza Hut,"8140 S. Eastern Ave, Ste 1",Pass
Claim Jumper Restaurant & Saloon,1100 S Fort Apache Rd,Pass
Starbucks,"6120 N. Decatur Blvd., 100",Pass
McDonald's,2050 E Charleston Blvd,Pass
Speedee Mart,8570 W Sahara Ave,Pass
Nutrition Rush,"9310 S Eastern Ave, Ste 110",Pass
McDonald's,4400 E Charleston,Pass
Rainbow Club & Casino,122 S Water St,Pass
Prospector Joe's,3950 Koval Ln,Pass
Emery's  La Barrista Catering Ii,306 S Water St,Pass
Bellini,3355 South Las Vegas Blvd,Pass
Sourdough Cafe,4575 Boulder Hwy,Pass
Poppy's Frozen Yogurt,9345 S Cimarron Rd,Pass
Dollar General Market,2905 S Maryland Pkwy,Pass
Cilantros Taco Grill,2490 E Desert Inn Rd,Pass
Terrible Herbst,7301 W Lake Mead Blvd,Pass
Dunkin' Donuts,5111 Boulder Hwy,Pass
McDonald's,2513 E Owens Ave,Pass
Jack In the Box,455 E Silverado Ranch Blvd,Pass
Old Homestead Steakhouse,3570 Las Vegas Blvd S,Pass
Tops N Bottoms Frozen Yogurt,"1181 S Buffalo Dr, Ste 150",Pass
Golden Spoon Frozen Yogurt,"7175 W Lake Mead Blvd, Ste 180",Pass
Jamba Juice,"3200 Las Vegas Blvd, Space 1340",Pass
Red Lobster,2325 E Flamingo Rd,Pass
Papa John's Pizza,"5570 Camino Al Norte, Ste D2",Pass
The Great American Pub,"4145 S Grand Canyon, Ste 109-111",Pass
Starbucks,190 N Boulder Hwy,Pass
Einstein Bros Bagels,4415 W Flamingo Rd,Pass
Subway,"9196 W Cheyenne Ave, Ste 101",Pass
Arby's,590 N Stephanie St,Pass
Swish,"7875 W Sahara Ave, Ste 105",Pass
Goldfinger's Bar & Grill,1115 E Pyle Ave,Pass
Dunkin' Donuts,10100 S Eastern Ave,Pass
Chipotle Mexican Grill,"4916 S Fort Apache Rd, Ste 102",Pass
Tommy Rocker's Mojave Beach Bar & Grill,4275 Dean Martin Dr,Pass
Starbucks,4100 Blue Diamond Rd,Pass
La Bonita Supermarket,2672 Las Vegas Blvd N,Pass
McDonald's,4075 S Buffalo Dr,Pass
Papa Murphy's,"175 North Stephanie St, Ste 160",Pass
Speedee Mart,401 E Horizon Ridge Pkwy,Pass
The Lodge Fort Apache,5790 S Fort Apache Rd,Pass
McDonald's,7171 W Ann Rd,Pass
Yogurtland,6587 Las Vegas Blvd,Pass
Subway,3939 E Lake Mead Blvd,Pass
Chipotle Mexican Grill,"1311 W Sunset Rd, Ste 100",Pass
Subway,7620 S Las Vegas Blvd,Pass
Dairy Queen,2595 S Maryland Pkwy,Pass
Ali Baba Cuisine,8826 S Eastern Ave,Pass
Subway,7425 S Durango Dr,Pass
McDonald's,2880 S Las Vegas Blvd,Pass
Pollo Inka Express,2440 S Maryland Pkwy,Pass
Pops Philly Steaks,501 S Decatur Blvd,Pass
Port of Subs,"6435 S Rainbow Blvd, Ste 103",Pass
Bob's Market,70 E Centennial Pkwy,Pass
Arby's,315 S Decatur Blvd,Pass
Sin City Brewing Company,3717 Las Vegas Blvd S,Pass
Sonic Drive-In,5725 E Charleston Blvd,Pass
Blue Sea Sushi and Izakaya,"500 E Windmill Ln, Ste 165",Pass
Yuki Shaved Snow,"8414 Farm Rd, Ste 150",Pass
Hibachi Grill & Supreme Buffet,313 N Nellis Blvd,Pass
The Lodge Cactus,4660 W Cactus Ave,Pass
Burger King,5200 W Charleston Blvd,Pass
Smoothie King,8000 W Sahara Ave,Pass
McDonald's,2886 S Nellis Blvd,Pass
Rotisserie Chicken,"6375 S Rainbow Blvd, Ste 101",Pass
Planet Protein Snack Bar,4540 E Charleston Blvd,Pass
Rocco's NY Pizzeria,1910 Village Center Cir,Pass
Subway,"11700 W Charleston Blvd, Ste 140",Pass
Fat Tuesday,3411 Las Vegas Blvd,Pass
Claim Jumper Restaurants,129 E Fremont St,Pass
Bagels And Subs,"4225 E Sahara Ave, Ste 6",Pass
Sourdough Cafe,740 S Decatur Blvd,Pass
Jack in the Box,7025 S Durango Dr,Pass
Jin's Kitchen and Club,"3400 S Jones Blvd, 5b",Pass
PizzaRev,1381 W Sunset Rd,Pass
Papa Murphy's,"565 College Drive, Suite C",Pass
Denny's,7200 S Las Vegas Blvd,Pass
Blaze Fast-Fire'd Pizza,10520 S Eastern Ave,Pass
Dunkin' Donuts,200 E Fremont St,Pass
Sinatra,3131 Las Vegas Blvd S,Pass
Capriotti's Sandwich Shop,6599 Las Vegas Blvd,Pass
Boxers Pizza & Sandwich Shop,1439 N Boulder Hwy,Pass
Hash House A Go Go,1 S Main St,Pass
Church's Chicken,7925 S Rainbow Blvd,Pass
Pizza Hut,642 E. Horizon Drive #130,Pass
Burger King,3831 E Craig Rd,Pass
Famous Dave's Bar-B-Que,2630 E Craig Rd,Pass
Dairy Queen,3154 W Sahara Ave,Pass
Terrible Herbst,335 W Craig Rd,Pass
Denny's,2400 N Rancho Dr,Pass
Outback Steakhouse,4141 S Pecos Rd,Pass
Fresh & Easy,8500 S. Eastern Ave,Pass
The Rice Shop,"3655 S Durango Dr, Ste 9",Pass
Pt's Pub,3935 S Durango Dr,Pass
Teriyaki Madness,"72 W Horizon Ridge Pkwy, #B-105",Pass
The Underworld Grill & Bar,3350 S Decatur Blvd,Pass
Gerardo's Taco Shop,"3655 S Rainbow Blvd, Ste 105",Pass
Poke Addiction,"7210 W Lake Mead Blvd, Ste 1",Pass
Golden Corral,1455 S Lamb Blvd,Pass
Original Chicken Tender,3900 Las Vegas Blvd S,Pass
Rock & Reilly's Las Vegas,"3743 Las Vegas Blvd, Ste 100",Pass
Tropical Smoothie Cafe,"7375 South Durango Drive, #107",Pass
Capriotti's Sandwich Shop,7291 S Eastern Ave,Pass
Subway,"4700 Meadows Ln, Ste 150",Pass
New Day Cafe,"467 E Silverado Ranch Blvd, Ste 100",Pass
Dave & Buster's,"2130 Park Centre Dr, Ste 100",Pass
The Human Bean,5265 Camino Al Norte,Pass
Chicago Brewing Company,202 Fremont St,Pass
Lindo Michoacan,10082 W Flamingo Rd,Pass
The Lounge & Sports Bar,"Excalibur Hotel & Casino, 3850 Las Vegas Blvd South",Pass
Center Bar,4455 Paradise Rd,Pass
Hooters Casino Hotel Las Vegas,115 E Tropicana Ave,Pass
See's Candies,4300 Meadows Ln,Pass
bin 702,707 E Fremont St,Pass
TIABI Coffee & Waffle Bar,3961 Maryland Pkwy,Pass
Ohlala French Bistro,"2120 N Rampart Blvd, Ste 150",Pass
McDonald's,911 E Cheyenne Ave,Pass
Hawaiian Frost LV,8095 S Rainbow Blvd,Pass
Panda Express,4780 W Tropicana Ave,Pass
Paris Las Vegas Hotel & Casino,3655 Las Vegas Blvd S,Pass
Sofia's Pizza,3124 Las Vegas Blvd N,Pass
McDonald's,65 S Valle Verde Dr,Pass
Raising Cane's,10050 W Sahara Ave,Pass
La Real de Michoacan,1039 Whitney Ranch Dr,Pass
Spa and Salon - Golden Nugget,129 E Fremont St,Pass
Jimmy John's,"400 N Nellis Blvd, Ste J1",Pass
Sammy's Woodfired Pizza and Grill,"7345 Arroyo Crossing Pkwy, Ste 100",Pass
Wendy's,9385 S Eastern Ave,Pass
Joe's Crab Shack,1991 N Rainbow Blvd,Pass
Villa Pizza,639 N Stephanie St,Pass
ABC Stores,"3771 Las Vegas Blvd S, Ste 130, Showcase Mall",Pass
Cali's Scoops,"4825 E Charleston Blvd, Ste 2",Pass
Vue Bar,301 Fremont St,Pass
Shake Shack,3790 Las Vegas Blvd S,Pass
Subway,3815 E Craig Rd,Pass
Walgreens,3339 Las Vegas Blvd S,Pass
Cold Stone Creamery,"1121 S Decatur Blvd, Ste 120",Pass
Dino's Lounge,1516 Las Vegas Blvd S,Pass
Brightside Breakfast & Burgers,1 Main St,Pass
Circle K,6490 Boulder Hwy,Pass
Panda Express,5595 Simmons St,Pass
Cinnaholic,"7920 W Tropical Pkwy, Unit 110",Pass
Le Village Buffet,3655 Las Vegas Blvd S,Pass
El Congo Restaurant,"2300 N Rainbow Blvd, Ste 108",Pass
Sweet Tomatoes,"9460 W Flamingo Rd, Ste 100",Pass
Terrible Herbst,1051 Desert Foothills Dr,Pass
Chevron Pit Stop 3,1420 Paseo Verde Pkwy,Pass
Cheffinis Hot Dogs- THE CART,520 Fremont St,Pass
Sidewalk Cafe,3645 Las Vegas Blvd S,Pass
JinJu Chocolates,"707 Fremont St, Ste 2280",Pass
Stir Krazy Mongolian Grill,"3345 E Patrick Ln, Ste 100",Pass
Handel's Homemade Ice Cream & Yogurt,"10170 W Tropicana Ave, Ste 150",Pass
Frost Bite Shaved Ice,2200 W Horizon Ridge Pkwy,Pass
Sammy's Restaurant & Bar,1501 N Green Valley Pkwy,Pass
Five Star Tavern,1905 N Decatur Blvd,Pass
Starbucks,"3900 Las Vegas Blvd, Luxor Hotel and Casino Intl Grounds",Pass
Sprouts Farmers Market,7375 S Rainbow Blvd,Pass
Del Taco,2531 E Craig Rd N,Pass
Subway,"3395 E Tropicana Ave, Ste 11045",Pass
Earl of Sandwich,"2010 Festival Plaza Dr, Ste 180",Pass
Dotty's #7,2101 S Decatur Blvd,Pass
Fabulous Freddy's,4309 W Craig Rd,Pass
It's a Piece of Cake,"10690 Southern Highlands Pkwy, Ste 104",Pass
Subway,4262 Blue Diamond Rd,Pass
Forte European Tapas Bar and Bistro,"4180 Rainbow Blvd, Ste 806",Pass
Chili's,7530 Las Vegas Blvd S,Pass
Sam's Club,7100 W. Arroyo Crossing Pwky.,Pass
Outback Steakhouse,7380 Las Vegas Blvd S,Pass
Green Valley Ranch Race & Sports Book,2300 Paseo Verde Pkwy,Pass
Olive Garden Italian Restaurant,6191 Centennial Center Blvd,Pass
Suns Beef Jerky Pecos,6495 So Pecos Rd,Pass
Tropical Smoothie Cafe,"9440 West Sahara Boulevard, Suite 105",Pass
Capriotti's Sandwich Shop,2300 Paseo Verde Pkwy,Pass
Griff's,3650 S Decatur Blvd,Pass
Jamba Juice,"1829 W Craig Rd, Unit 3",Pass
Scoops,6775 E Lake Mead Blvd,Pass
Honey Baked Ham Company,1533 W Sunset Road,Pass
Kona Grill,750 S Rampart Blvd,Pass
Olive Garden Italian Restaurant,10800 W Charleston Blvd,Pass
McDonald's,4945 W Flamingo Rd,Pass
Long John Silver's,1229 E Flamingo Rd,Pass
La Flor de Michoacan Ice Cream,"2670 N Las Vegas Blvd, Ste 107",Pass
Nekter Juice Bar,"1990 Village Center Cir, Ste 3",Pass
Olive Garden Italian Restaurant,4400 E Sunset Rd,Pass
Black Bear Diner,7680 Las Vegas Blvd S,Pass
Marco's Pizza,"4770 W Ann Rd, Ste 6",Pass
Full House BBQ,"9890 S Maryland Pkwy, Ste 19",Pass
Subway,"10140 W Tropicana Ave, Ste 121",Pass
Walmart Supercenter,2310 E Serene Ave,Pass
Hamburger Mary's,1700 E Flamingo Rd,Pass
The Coffee Shop,3300 Las Vegas Blvd S,Pass
Capriotti's Sandwich Shop,"7240 W Azure Dr, Ste 155",Pass
Potato Corner,6605 Las Vegas Blvd,Pass
Pizza Hut,4870 Boulder Hwy,Pass
Starbucks,"2430 E. Flamingo Road, #100",Pass
Charlies  Lakeside Restaurant & Lounge,8603 W Sahara Ave,Pass
Me Gusta Tacos,"7425 S Durango Dr, Ste 103",Pass
Bingo at South Point,9777 S Las Vegas Blvd,Pass
Sugar Factory,"3663 S Las Vegas Blvd, Ste 1240",Pass
Bahama Buck's,"7345 Arroyo Crossing Pkwy, Ste 105",Pass
Four Kegs Sports Bar,"276 N Jones Blvd, Ste B",Pass
Dutch Bros Coffee,2840 E Tropicana Ave,Pass
Hennessey's Tavern,"425 Fremont St, Suite 110",Pass
Truffles N Bacon Cafe,"8872 S Eastern Ave, Ste 100",Pass
Red Rock Pizza,8455 W Lake Mead Blvd,Pass
Short Line Express Market,"26 W Horizon Ridge Pkwy, Ste A",Pass
Popeyes Louisiana Kitchen,2531 E Lake Mead Blvd,Pass
Café Zupas,8850 W Charleston Blvd,Pass
Bourbon Street,4405 W Flamingo Rd,Pass
Auntie Anne's,3850 Las Vegas Blvd S,Pass
Rocco's NY Pizzeria,"10860 W Charleston Blvd, Ste 190",Pass
La Salsa,"3500 Las Vegas Blvd S, Ste R06, The Forum Shops At Caesars",Pass
Dairy Queen,475 W Craig Rd,Pass
Grimaldi's Pizzeria,"7155 S Rainbow Blvd, Ste 125",Pass
Applebee's Grill + Bar,1635 W Craig Rd,Pass
Taco Bell,2440 S Maryland Pkwy,Pass
Vitality Bowls,"7170 N Durango Dr, Ste 130",Pass
Jack in the Box,9360 W Tropicana Ave,Pass
The Buffet at Excalibur,3850 S Las Vegas Blvd,Pass
Starbucks,"3805 E. Flamingo Road, #100",Pass
Burger King,1736 Las Vegas Blvd S,Pass
Second Street Grill,200 Fremont St,Pass
Pt's Gold,812 W Ann Rd,Pass
Round Table Pizza,7141 South Eastern Avenue,Pass
Jack in the Box,1604 N Lamb Blvd,Pass
Pineapple Park,"3528 S Maryland Pkwy, Ste 103",Pass
Jack in the Box,7980 S Rainbow Blvd,Pass
Denny's,3001 S Las Vegas Blvd,Pass
Sonic Drive-In,377 N Nellis Blvd,Pass
Mr Mamas,"5693 S Jones Blvd, Ste 106",Pass
La Salsa,"3785 Las Vegas Blvd S, Ste 1500",Pass
Roberto's Taco Shop,"3399 S Durango Dr, Ste 102",Pass
Ceo Hookah Lounge And Bar,5900 W Flamingo Rd,Pass
A Thyme For All Seasons,"310 E Warm Springs Rd, Ste G",Pass
Subway,"4925 Boulder Hwy, Ste B",Pass
Capriotti's Sandwich Shop,"4983 W Flamingo Rd, Ste D",Pass
Freedom Beat,206 N 3rd St,Pass
Bahama Breeze,375 Hughes Center Dr,Pass
Yogurtland,9516 W Flamingo Rd,Pass
Pizza Rock,2300 Paseo Verde Pkwy,Pass
Dylan’s Family Ice Cream,"5960 Losee Rd, Unit 121",Pass
Terrible Herbst,3440 W Russell Rd,Pass
JoJo's Jerky,"707 Fremont St, Ste 1080",Pass
Swirlicious,"2505 Anthem Village Dr, Ste B",Pass
Victory's Cafe,2121 E Craig Rd,Pass
Taco Bell,2760 W Ann Rd,Pass
Cinnabon,4300 Meadows Ln,Pass
Masterpiece Cuisine,"303 S Water St, Ste 130",Pass
Rum Runner Lounge,1801 E Tropicana Ave,Pass
Lily Bar & Lounge,3600 S Las Vegas Blvd,Pass
Hash House A Go Go,6800 W Sahara Ave,Pass
Applebee's Grill + Bar,2070 N Rainbow Blvd,Pass
Walgreens,3765 Las Vegas Blvd S,Pass
Walgreens,495 Fremont St,Pass
Bonefish Grill,8701 W Charleston Blvd,Pass
Twin Peaks,"3717 Las Vegas Blvd, Ste 285",Pass
Subway,7171 N Hualapai Way,Pass
Nutrition Rush,"4175 S Grand Canyon Dr, Ste 104",Pass
Wine 5 Cafe,"3250 N Tenaya Ave, Ste 110",Pass
Bomas Bar & Grill,8020 S Durango Dr,Pass
Carl's Jr,705 S Green Valley Pkwy,Pass
Delightful Chefs,"6680 W Flamingo Rd, Ste 12",Pass
Taco Bell,4292 Blue Diamond Rd,Pass
Paletas y Helados de Michoacan,"845 W Craig Rd, Ste 103",Pass
El Pollo Loco,7096 N Durango Dr,Pass
The Gin Mill,2561 Windmill Pkwy,Pass
Top Shelf Wine & Spirits,"6795 W Tropicana Ave, Ste 130",Pass
Subway,"5693 S Jones Blvd, Ste 121",Pass
Starbucks,6105 S. Ft. Apache Rd.,Pass
Putter's Bar & Grill,5750 S Decatur Blvd,Pass
Terrible Herbst,330 N Rancho,Pass
Taco Bell,1491 W Horizon Ridge Pkwy,Pass
Subway,6105 W Flamingo Rd,Pass
Pasta Cucina,2101 Texas Star Ln,Pass
Checkers,1900 E. Charleston Blvd.,Pass
Bounty Hunter,7141 S Eastern Ave,Pass
PT's,3470 E Sunset Rd,Pass
KFC,5720 Losee Rd,Pass
Popcorn Girl,"6584 N Decatur Blvd, Ste 110",Pass
Downtown Crown Pub,"107 E Charleston Blvd, Ste 150",Pass
Subway,"591 College Dr, Ste A",Pass
Herbs & Rye,3713 W Sahara Ave,Pass
La Bonita Grocery Store,2021 Civic Center Dr,Pass
Great American  Pub,9310 S Eastern Ave,Pass
Mickie Finnz,"425 Fremont St, Ste 120",Pass
Starbucks,"855 S. Grand Central Parkway, #1519",Pass
Chili's,10080 S Eastern Ave,Pass
No. 1 Boba Tea,"4255 Spring Mountain Rd, Ste C104",Pass
Hookah Master's Lounge,"5900 W Charleston Blvd, Ste 8",Pass
Mediterranean Market,6020 Spring Mountain Rd,Pass
Subway,"6475 N Decatur Blvd, Ste 110",Pass
Courthouse Bar & Grill,330 S 3rd St,Pass
The End,"4821 Spring Mountain Rd, Ste G",Pass
Starbucks,340 E Flamingo Rd,Pass
Velveteen Rabbit,1218 S Main St,Pass
Pizza Hut,"8090 Blue Diamond Rd, Ste 140",Pass
Cornish Pasty,10 E Charleston Blvd,Pass
Walmart Neighborhood Market,6151 W Lake Mead Blvd,Pass
El Pollo Loco,2885 S Nellis Blvd,Pass
Arby's,3477 S Durango Dr,Pass
El Katracho Restaurant,"4375 S Buffalo Dr, Ste 105",Pass
Subway,665 S Green Valley Pkwy,Pass
Jimmy John's,5463 S Rainbow Blvd,Pass
Hennessey's Las Vegas,"425 Fremont St, Ste 110",Pass
Michael's Pub,4012 S Rainbow Blvd,Pass
Momofuku Las Vegas,"3708 Las Vegas Blvd S, Level 2",Pass
Durango Hills Golf Club,3501 N Durango Dr,Pass
Makai Pacific Island Grill,"5165 S Fort Apache Rd, Ste 150",Pass
Las Famosas De Jose,400 N Nellis Blvd,Pass
Yogurtland,"7060 S Rainbow Blvd, Ste 110",Pass
Little Caesars Pizza,2272 S. Nellis Blvd. Suite # 3,Pass
Jayde Fuzion,12300 Las Vegas Blvd S,Pass
Papa Murphy's,"4045 S Buffalo Dr, Ste A105",Pass
Al's Beef,6840 W Sahara Ave,Pass
Pt's Gold,10075 S Eastern Ave,Pass
Cardenas Market,4700 Meadows Ln,Pass
Port of Subs,"2833 East Desert Inn Rd, Ste 3",Pass
Porchlight Grille,8416 W Desert Inn Rd,Pass
Panda Express,2220 E Craig Rd,Pass
Firehouse Subs,"1121 S Decatur Blvd, Ste 140",Pass
El Pollo Loco,4005 S Decatur Blvd,Pass
Bastille,1402 S 3rd St,Pass
Panda Express,5881 W Craig Rd,Pass
Artisanal Foods,2053 Pama Ln,Pass
Firehouse Subs,"5905 S Eastern Ave, Ste 109",Pass
Jersey Mike's Subs,"1772 S Rainbow Blvd, Ste 120",Pass
Haagen Dazs Shop,"The Venetian Hotel & Casino, 3377 S Las Vegas Blvd, Ste 2260",Pass
Putters Bar & Grill,1231 American Pacific Dr,Pass
Arby's,310 S Boulder Hwy,Pass
La Flor Es Michoacan,4161 S Eastern Ave,Pass
McDonald's,4804 W Lone Mtn,Pass
Port of Subs,"6005 S Fort Apache Rd, Ste 120",Pass
Pizza Hut,"4440 S. Durango Dr., Suite H",Pass
Bronze Cafe at The Center,401 S Maryland Pkwy,Pass
Huntridge Tavern,1116 E Charleston Blvd,Pass
Wendy's,3333 W Tropicana Ave,Pass
Bagelmania,"855 E Twain Ave, Ste 120",Pass
Divine Cafe at the Springs Preserve,333 S Valley View Blvd,Pass
Starbucks,8350 W Cheyenne Ave,Pass
Munch Box,"10604 S Eastern Ave, Ste C",Pass
Pink Box Doughnuts,"10251 S Eastern Ave, Ste C",Pass
Panda Express,5620 Centennial Ctr,Pass
Bowlology,9555 S Eastern,Pass
Pizza Rock,201 N 3rd St,Pass
Port of Subs,3117 N Rainbow Blvd,Pass
Green Valley Grocery,4480 S Durango Dr,Pass
Burger King,4815 W Flamingo Rd,Pass
The HideAway,3369 Thom Blvd,Pass
El Steak Burrito,4590 Spring Mountain Rd,Pass
Sin City H2o To Go,"3950 N Tenaya Way, Ste 110",Pass
Port of Subs,"840 S Rancho, Ste 13",Pass
Lola's A Louisiana Kitchen,1220 N Town Center Dr,Pass
Berry Blendz,"7175 W Lake Mead Blvd, Ste 140",Pass
Salvadoreno Restaurant,720 N Main St,Pass
Big Al's Oyster Bar,4500 W Tropicana Ave,Pass
Subway,6181 S Rainbow Blvd,Pass
Green Valley Grocery,3680 W Tropicana Ave,Pass
Sophia's Gentlemens Club,3500 W Naples Dr,Pass
Money Plays,"4755 W Flamingo Rd, Ste G",Pass
Market Grille Cafe,7175 W Lake Mead Blvd,Pass
Pizza Hut,"7150 N. Durango Drive, #120",Pass
Pizza Hut,10260 W Charleston Blvd,Pass
Hungry Howie's Pizza,7703 N El Capitan Way,Pass
Taste Tea,10120 W Flamingo Rd,Pass
Gem Bar,3730 S Las Vegas Blvd,Pass
San Gennaro Burger,3355 Las Vegas Blvd S,Pass
Outback Steakhouse,8671 W Sahara Ave,Pass
The Butcher Block,6440 N Durango Dr,Pass
Luna Rossa,10 Via Bel Canto,Pass
Tony Marcs 420 Eats,"6700 W Charleston Blvd, Unit C",Pass
Violas Tavern,4061 N Rancho,Pass
Red Lobster,570 Marks St,Pass
Downtown 3rd Farmers Market,300 N Casino Center Blvd,Pass
Bonjour Euro Bakery,"4012 S Rainbow Blvd, Ste J",Pass
Capriotti's,"1200 N Town Center Dr, Ste B",Pass
Starbucks,"6020 W. Craig Rd, #110",Pass
Carl's Jr.,150 S Rainbow Blvd,Pass
